rodada,time_casa,placar_time_casa,tecnico_time_casa,capitao_time_casa,time_visitante,placar_time_visitante,tecnico_time_visitante,capitao_time_visitante,data_horario_jogo,dia_da_semana,estadio_jogo,arbitro_jogo,var_jogo,gols_jogo,publico_jogo,renda_jogo,posse_time_casa,posse_time_visitante,quant_total_passes_time_casa,quant_passes_certos_time_casa,por_passes_certos_time_casa,quant_total_passes_time_visitante,quant_passes_certos_time_visitante,por_passes_certos_time_visitante,quant_total_chutes_time_casa,quant_chutes_certos_time_casa,por_chutes_certos_time_casa,quant_total_chutes_time_visitante,quant_chutes_certos_time_visitante,por_chutes_certos_time_visitante,quant_total_desefas_goleiro_time_casa,quant_desefas_certas_goleiro_time_casa,por_desefas_certas_goleiro_time_casa,quant_total_defesas_goleiro_time_visitante,quant_defesas_certas_goleiro_time_visitante,por_defesas_certas_goleiro_time_visitante,quant_faltas_time_casa,quant_faltas_time_visitante,quant_escanteios_time_casa,quant_escanteios_time_visitante,quant_cruzamentos_time_casa,quant_cruzamentos_time_visitante,quant_contatos_time_casa,quant_contatos_time_visitante,quant_bote_defensivo_time_casa,quant_bote_defensivo_time_visitante,quant_cortes_time_casa,quant_cortes_time_visitante,quant_jogada_aereas_time_casa,quant_jogada_aereas_time_visitante,quant_defesas_time_casa,quant_defesas_time_visitante,quant_impedimentos_time_casa,quant_impedimentos_time_visitante,quant_tiros_meta_time_casa,quant_tiros_meta_time_visitante,quant_cobranca_lateral_time_casa,quant_cobranca_lateral_time_visitante,quant_bolas_longas_time_casa,quant_bolas_longas_time_visitante,escalacao_jogo,info_cartoes_amarelos,info_cartoes_vermelhos,info_substituicoes
1,Flamengo,3,Mário Jorge,Everton Ribeiro,Coritiba,0,António Oliveira,Gabriel,2023-04-16 16:00:00,domingo,Estadio Jornalista Mário Filho / Rio de Janeiro,Rodrigo José Pereira de Lima , Daniel Nobre Bins ,"[{'jogador': ['Ayrton Lucas ', 'Gabriel Barbosa (P) ', 'Pedro '], 'minuto_gol': ['12', '56', '90+5']}]",43440,2486755.0,58,42,581,505,87.0,420,348,83.0,14,6,43.0,10,3,30.0,3,3,100.0,6,4,66.0,20,17,6,3,16,12,704,556,23,28,12,11,7,9,13,17,1,2,3,5,19,21,58,58,"['1 Santos', '4 Léo Pereira', '6 Ayrton Lucas', '7 Everton Ribeiro', '8 Thiago Maia', '10 Gabriel Barbosa', '11 Everton Soares', '15 Fabrício Bruno', '20 Gerson', '42 Matheus França', '43 Wesley', 'Banco', '25 Matheus Cunha', '2 Guillermo Varela', '3 Rodrigo Caio', '9 Pedro', '27 Bruno Henrique', '29 Victor Hugo', '30 Pablo', '31 Marinho', '38 André Inácio', '39 Zé Welinton', '40 Matheus Gonçalves', '48 Igor']","[{'tempo_cartao_amarelo': ""['17:00', '35:00', '43:00', '22:00', '30:00', '+03:00']"", '1T/2T_cartao_amarelo': ""['1T', '2T', '2T', '1T', '1T', '2T']"", 'jogadores_cartao_amarelo': ""['Gabriel Barbosa Almeida', 'Fabricio Bruno Soares de Faria', 'Mario Sergio Santos Costa', 'Ocimar de Almeida Junior', 'William de Oliveira Pottker', 'Jose Roberto Assunçao de Araujo Filho']"", 'time_jogadores_cartao_amarelo': ""['Flamengo/RJ', 'Flamengo/RJ', 'Flamengo/RJ', 'Coritiba/PR', 'Coritiba/PR', 'Coritiba/PR']"", 'motivo_cartao_amarelo': ""['Motivo: A2. Desaprovar com palavras ou gestos as decisões da arbitragem - Desaprovar com palavras e gestos as decisões da\\narbitragem.', 'Motivo: A1.3. Cometer uma falta tática para impedir um ataque promissor - Cometer uma falta tática para impedir um ataque\\npromissor.', 'Motivo: A1.13. Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra seu\\nadversário de maneira temerária durante uma disputa pela bola.', 'Motivo: A1.13. Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra seu\\nadversário de maneira temerária durante uma disputa pela bola.', 'Motivo: A1.11. Golpear um adversário de maneira temerária na disputa da bola - Golpear seu adversário de maneira temerária\\ndurante uma disputa pela bola.', 'Motivo: A1.4. Segurar um adversário por motivo tático para afastá-lo da bola - Segurar seu adversário por motivo tático para afastá-lo\\nda bola.']""}]","[{'tempo_cartao_vermelho': nan, '1T/2T_cartao_vermelho': nan, 'jogadores_cartao_vermelho': nan, 'time_jogadores_cartao_vermelho': nan, 'cartao_vermelho_direto_ou_2_cartao_vermelho': nan, 'motivo_cartao_vermelho': 'NÃO HOUVE EXPULSÕES'}]","[{'tempo_substituicao': ""['05:00', '08:00', '08:00', '23:00', '23:00', '25:00', '25:00', '30:00', '30:00', '41:00']"", '1T/2T_substituicao': ""['2T', '2T', '2T', '2T', '2T', '2T', '2T', '2T', '2T', '2T']"", 'time_jogadores_substituicao': ""['Coritiba/PR', 'Coritiba/PR', 'Coritiba/PR', 'Flamengo/RJ', 'Flamengo/RJ', 'Coritiba/PR', 'Coritiba/PR', 'Flamengo/RJ', 'Flamengo/RJ', 'Flamengo/RJ']"", 'jogadores_substituidos': ""[('30 - Robson dos Santos Fernandes', '9 - Rodrigo Cunha Pereira de Pinho'), ('37 - Kaio Cesar Andrade Lima', '90 - William de Oliveira Pottker'), ('7 - Andrey Ramos do Nascimento', '6 - Bruno Gomes da Silva Clevela...'), ('27 - Bruno Henrique Pinto', '11 - Everton Sousa Soares'), ('48 - Igor Jesus Lima', '8 - Thiago Maia Alencar'), ('18 - Jose Roberto Assunçao de Ara...', '31 - Igor Matheus Liziero Pereira'), ('83 - Jamerson Santos de Jesus', '26 - Victor Luis Chuab Zamblauskas'), ('9 - Pedro Guilherme Abreu dos Sa...', '10 - Gabriel Barbosa Almeida'), ('31 - Mario Sergio Santos Costa', '42 - Matheus França de Oliveira'), ('29 - Victor Hugo Gomes Silva', '7 - Everton Augusto de Barros Ri...')]""}]"
2,Internacional,2,Mano Menezes,Alan Patrick,Flamengo,1,Jorge Sampaoli,Everton Ribeiro,2023-04-23 11:00:00,domingo,Estádio José Pinheiro Borba / Porto Alegre,Ramon Abatti Abel , Rodolpho Toski ,"[{'jogador': ['Mauricio ', 'Mauricio ', 'Gerson '], 'minuto_gol': ['67', '90+8', '63']}]",45751,2446749.0,36,64,353,275,78.0,629,547,87.0,16,4,25.0,16,4,25.0,4,3,75.0,4,2,50.0,14,13,6,2,21,11,478,730,19,9,18,7,9,6,17,14,2,3,10,8,16,22,49,49,"['1 Santos', '4 Léo Pereira', '6 Ayrton Lucas', '8 Thiago Maia', '9 Pedro', '10 Gabriel Barbosa', '11 Everton Soares', '15 Fabrício Bruno', '23 David Luiz', '32 Arturo Vidal', '43 Wesley', 'Banco', '25 Matheus Cunha', '3 Rodrigo Caio', '5 Erick Pulgar', '7 Everton Ribeiro', '20 Gerson', '27 Bruno Henrique', '29 Victor Hugo', '30 Pablo', '31 Marinho', '40 Matheus Gonçalves', '42 Matheus França', '48 Igor']","[{'tempo_cartao_amarelo': ""['16:00', '29:00', '43:00', '+09:00', '-']"", '1T/2T_cartao_amarelo': ""['1T', '1T', '1T', '2T', 'PJ']"", 'jogadores_cartao_amarelo': ""['Luiz Antonio Venker Menezes', 'Vitor Eduardo da Silva Matos', 'Gustavo Campanharo', 'Mauricio Magalhaes Prado', 'Everton Sousa Soares']"", 'time_jogadores_cartao_amarelo': ""['Internacional/RS', 'Internacional/RS', 'Internacional/RS', 'Internacional/RS', 'Flamengo/RJ']"", 'motivo_cartao_amarelo': ""['Motivo: A2. Desaprovar com palavras ou gestos as decisões da arbitragem - Por desaprovar com palavras e gestos as decisões da\\narbitragem.', 'Motivo: A1.14. Atuar de maneira a mostrar desrespeito ao jogo - Puxando seu adversário de forma acintosa', 'Motivo: A1.2. Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola - Por dar um\\ncalço em seu adversário de maneira temerária na disputa da bola.', 'Motivo: A1.24. Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser) - Por tirar a camisa na\\ncomemoração de um gol de sua equipe.', 'Motivo: A2. Desaprovar com palavras ou gestos as decisões da arbitragem - Desaprovar com palavras as decisões da arbitragem.']""}]","[{'tempo_cartao_vermelho': nan, '1T/2T_cartao_vermelho': nan, 'jogadores_cartao_vermelho': nan, 'time_jogadores_cartao_vermelho': nan, 'cartao_vermelho_direto_ou_2_cartao_vermelho': nan, 'motivo_cartao_vermelho': 'NÃO HOUVE EXPULSÕES'}]","[{'tempo_substituicao': ""['20:00', '20:00', '20:00', '24:00', '24:00', '31:00', '32:00', '39:00', '44:00']"", '1T/2T_substituicao': ""['2T', '2T', '2T', '2T', '2T', '2T', '2T', '2T', '2T']"", 'time_jogadores_substituicao': ""['Internacional/RS', 'Internacional/RS', 'Internacional/RS', 'Flamengo/RJ', 'Flamengo/RJ', 'Flamengo/RJ', 'Internacional/RS', 'Internacional/RS', 'Flamengo/RJ']"", 'jogadores_substituidos': ""[('27 - Mauricio Magalhaes Prado', '28 - Pedro Henrique Konzen Medina...'), ('9 - Luiz Adriano Souza da Silva', '35 - Alexandre Zurawski'), ('14 - Carlos Maria de Pena Bonino', '30 - Joao Lucas de Souza Cardoso'), ('11 - Everton Sousa Soares', '32 - Arturo Erasmo Vidal Pardo'), ('31 - Mario Sergio Santos Costa', '9 - Pedro Guilherme Abreu dos Sa...'), ('42 - Matheus França de Oliveira', '7 - Everton Augusto de Barros Ri...'), ('33 - Gabriel Baralhas dos Santos', '17 - Gustavo Campanharo'), ('38 - Jean Dias da Costa', '11 - Wanderson Maciel Sousa Campos'), ('3 - Rodrigo Caio Coquette Russo', '4 - Leonardo Pereira')]""}]"
3,Flamengo,2,Jorge Sampaoli,Gabriel Barbosa,Botafogo (RJ),3,Luís Castro,Fernando Marçal,2023-04-30 16:00:00,domingo,Estadio Jornalista Mário Filho / Rio de Janeiro,Edina Alves Batista , Daiane Muniz ,"[{'jogador': ['Léo Pereira ', 'Léo Pereira ', 'Tiquinho Soares (P) ', 'Danilo Barbosa ', 'Rafael ', 'Tiquinho Soares '], 'minuto_gol': ['58', '86', '30', '45+5', '51', '71']}]",53138,2880685.0,74,26,698,592,85.0,249,171,69.0,24,13,54.0,11,5,45.0,5,3,60.0,13,11,84.0,14,12,7,2,29,9,791,377,12,18,10,11,10,8,7,33,3,1,5,11,20,11,51,56,"['25 Matheus Cunha', '4 Léo Pereira', '5 Erick Pulgar', '6 Ayrton Lucas', '7 Everton Ribeiro', '9 Pedro', '11 Everton Soares', '14 Giorgian De Arrascaeta', '15 Fabrício Bruno', '29 Victor Hugo', '43 Wesley', 'Banco', '1 Santos', '3 Rodrigo Caio', '23 David Luiz', '27 Bruno Henrique', '30 Pablo', '31 Marinho', '32 Arturo Vidal', '33 Cleiton', '38 André Inácio', '40 Matheus Gonçalves', '42 Matheus França', '48 Igor']","[{'tempo_cartao_amarelo': ""['28:00', '28:00', '34:00', '42:00', '11:00', '39:00', '+02:00', '+11:00']"", '1T/2T_cartao_amarelo': ""['1T', '2T', '2T', '1T', '2T', '2T', '1T', '2T']"", 'jogadores_cartao_amarelo': ""['Gabriel Barbosa Almeida', 'David Luiz Moreira Marinho', 'Thiago Maia Alencar', 'Arturo Erasmo Vidal Pardo', 'Luis Manuel Ribeiro de Castro', 'Francisco das Chagas Soares dos Santos', 'Rafael Pereira da Silva', 'Victor Leandro Cuesta']"", 'time_jogadores_cartao_amarelo': ""['Flamengo/RJ', 'Flamengo/RJ', 'Flamengo/RJ', 'Flamengo/RJ', 'Botafogo/RJ', 'Botafogo/RJ', 'Botafogo/RJ', 'Botafogo/RJ']"", 'motivo_cartao_amarelo': ""['Motivo: A2. Desaprovar com palavras ou gestos as decisões da arbitragem - Por protestar com palavras contra a decisão da\\narbitragem.', 'Motivo: A1.3. Cometer uma falta tática para impedir um ataque promissor - Por cometer uma falta tática impedindo um ataque\\npromissor.', 'Motivo: A1.1. Dar ou tentar dar um pontapé (chute) em um adversário de maneira temerária na disputa da bola - Dar um pontapé em\\nseu adversário de forma temerária na disputa pela bola.', 'Motivo: A1.2. Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola - Por calçar o\\nseu adversário na disputa pela bola de forma temerária.', 'Motivo: A2. Desaprovar com palavras ou gestos as decisões da arbitragem - Por sair da sua área técnica, indo próximo a área\\ntécnica da equipe adversária questionando o ato de substituição.', 'Motivo: A1.4. Segurar um adversário por motivo tático para afastá-lo da bola - Por segurar o seu adversário de forma antidesportiva.', 'Motivo: A3. Retardar o reinício do jogo - Por retardar o reinício da partida impedindo o adversário de cobra um arremesso lateral.', 'Motivo: A2. Desaprovar com palavras ou gestos as decisões da arbitragem - Por reclamar contra a decisão da arbitragem de forma\\npersistente.']""}]","[{'tempo_cartao_vermelho': ""['5:00', '11:00']"", '1T/2T_cartao_vermelho': ""['2T', '2T']"", 'jogadores_cartao_vermelho': ""['Rafael Pereira da Silva ', 'Luis Manuel Ribeiro de Castro ']"", 'time_jogadores_cartao_vermelho': ""[' Botafogo/RJ', ' Botafogo/RJ']"", 'cartao_vermelho_direto_ou_2_cartao_vermelho': ""['2º Cartão Amarelo', '2º Cartão Amarelo']"", 'motivo_cartao_vermelho': '[\'Motivo: V2.8. Outro motivo (detalhar no campo expulsões) - Após a marcação de falta a favor da sua equipe, o mesmo atinge com as\\ntravas de sua chuteira a canela do seu adversário de forma temerária .\', \'Motivo: V2.8. Outro motivo (detalhar no campo expulsões) - Por ter se deslocado ate a area da equipe mandante reclamando com\\ngestos e palavras socando o ar repetidamente. apos ser advertido com cartao amarelo, seguiu com os protestos ofensivos. alegou\\nnão ter autorizado a substituição da sua equipe, mesmo após o jogador substituto estando pronto para o ato, com a cartão de\\nsubstituição entregue ao quarto árbitro. fui informada pelo quarto árbitro que o jogador disse estar pronto para a substituição e que\\npoderia fazer a mesma, e após ter levantado a placa de substituição, o técnico havia desistido pela 3º vez do ato, proferindo\\nrepetidamente as seguintes palavras: "" quem manda na minha equipe sou eu "", ainda socando o ar .\']'}]","[{'tempo_substituicao': ""['+5:00', '45:00', '11:00', '15:00', '22:00', '22:00', '27:00', '36:00', '36:00']"", '1T/2T_substituicao': ""['2T', 'INT', '2T', '2T', '2T', '2T', '2T', '2T', '2T']"", 'time_jogadores_substituicao': ""['Botafogo/RJ', 'Flamengo/RJ', 'Botafogo/RJ', 'Flamengo/RJ', 'Botafogo/RJ', 'Botafogo/RJ', 'Flamengo/RJ', 'Flamengo/RJ', 'Flamengo/RJ']"", 'jogadores_substituidos': ""[('94 - Philipe Sampaio Azevedo', '6 - Danilo das Neves Pinheiro'), ('7 - Everton Augusto de Barros Ri...', '6 - Ayrton Lucas Dantas de Medei...'), ('24 - Leonel Di Placido', '37 - Jose Antonio dos Santos Junior'), ('31 - Mario Sergio Santos Costa', '43 - Wesley Vinicius França Lima'), ('11 - Luis Henrique Tomaz de Lima', '7 - Joao Victor Santos Sa'), ('17 - Marlon Rodrigues Freitas', '33 - Carlos Eduardo de Oliveira A...'), ('27 - Bruno Henrique Pinto', '11 - Everton Sousa Soares'), ('42 - Matheus França de Oliveira', '8 - Thiago Maia Alencar'), ('29 - Victor Hugo Gomes Silva', '32 - Arturo Erasmo Vidal Pardo')]""}]"
4,Athletico Paranaense,2,Paulo Turra,Thiago Heleno,Flamengo,1,Jorge Sampaoli,Everton Ribeiro,2023-05-07 16:00:00,domingo,Estádio Joaquim Américo Guimarães / Curitiba,Raphael Claus , Thiago Duarte Peixoto ,"[{'jogador': ['Vitor Roque ', 'Erick ', 'Gabriel Barbosa (P) '], 'minuto_gol': ['29', '80', '15']}]",32015,1898030.0,40,60,382,290,76.0,577,475,82.0,10,4,40.0,13,3,23.0,3,3,100.0,4,2,50.0,15,11,2,8,7,20,502,677,19,15,7,11,8,13,25,16,2,0,6,8,20,16,65,62,"['1 Santos', '4 Léo Pereira', '5 Erick Pulgar', '6 Ayrton Lucas', '8 Thiago Maia', '9 Pedro', '10 Gabriel Barbosa', '15 Fabrício Bruno', '20 Gerson', '29 Victor Hugo', '43 Wesley', 'Banco', '25 Matheus Cunha', '2 Guillermo Varela', '3 Rodrigo Caio', '11 Everton Soares', '16 Filipe Luís', '23 David Luiz', '30 Pablo', '31 Marinho', '32 Arturo Vidal', '40 Matheus Gonçalves', '42 Matheus França']","[{'tempo_cartao_amarelo': ""['28:00', '31:00', '18:00', '+07:00']"", '1T/2T_cartao_amarelo': ""['2T', '1T', '1T', '2T']"", 'jogadores_cartao_amarelo': ""['Erick Antonio Pulgar Farfan', 'Gabriel Barbosa Almeida', 'Erick Luis Conrado Carvalho', 'Fernando Luiz Roza']"", 'time_jogadores_cartao_amarelo': ""['Flamengo/RJ', 'Flamengo/RJ', 'Athletico Paranaense/PR', 'Athletico Paranaense/PR']"", 'motivo_cartao_amarelo': ""['Motivo: A1.2. Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola - Por calçar o\\nseu adversário de maneira temerária.', 'Motivo: A2. Desaprovar com palavras ou gestos as decisões da arbitragem - Por desaprovar as decisões da arbitragem.', 'Motivo: A1.2. Dar ou tentar dar uma rasteira ou um calço em um adversário de maneira temerária na disputa da bola - Por calçar o\\nseu adversário de maneira temerária.', 'Motivo: A1.10. Fazer carga em um adversário de maneira temerária na disputa da bola - Por fazer carga em um adversário de\\nmaneira temerária.']""}]","[{'tempo_cartao_vermelho': nan, '1T/2T_cartao_vermelho': nan, 'jogadores_cartao_vermelho': nan, 'time_jogadores_cartao_vermelho': nan, 'cartao_vermelho_direto_ou_2_cartao_vermelho': nan, 'motivo_cartao_vermelho': 'NÃO HOUVE EXPULSÕES'}]","[{'tempo_substituicao': ""['+7:00', '45:00', '45:00', '11:00', '16:00', '30:00', '40:00', '43:00', '43:00']"", '1T/2T_substituicao': ""['2T', 'INT', 'INT', '2T', '2T', '2T', '2T', '2T', '2T']"", 'time_jogadores_substituicao': ""['Athletico Paranaense/PR', 'Flamengo/RJ', 'Athletico Paranaense/PR', 'Flamengo/RJ', 'Athletico Paranaense/PR', 'Flamengo/RJ', 'Flamengo/RJ', 'Athletico Paranaense/PR', 'Athletico Paranaense/PR']"", 'jogadores_substituidos': ""[('30 - Bryan Jahir Garcia Realpe', '88 - Christian Roberto Alves Card...'), ('14 - Giorgian Daniel de Arrascaet...', '7 - Everton Augusto de Barros Ri...'), ('19 - Thiago Eduardo de Andrade', '35 - Romulo Jose Cardoso da Cruz'), ('29 - Victor Hugo Gomes Silva', '8 - Thiago Maia Alencar'), ('92 - Pablo Felipe Teixeira', '10 - Miguel David Terans Perez'), ('31 - Mario Sergio Santos Costa', '42 - Matheus França de Oliveira'), ('25 - Matheus Cunha Queiroz', '1 - Aderbar Melo dos Santos Neto'), ('17 - Hugo Moura Arruda da Silva', '26 - Erick Luis Conrado Carvalho'), ('14 - Agustin Canobbio Graviz', '9 - Vitor Hugo Roque Ferreira')]""}]"
5,Flamengo,2,Jorge Sampaoli,Everton Ribeiro,Goiás,0,Emerson Ávila,Vinícius,2023-05-10 20:00:00,quarta-feira,Estadio Jornalista Mário Filho / Rio de Janeiro,Savio Pereira , Rodrigo Guarizo Ferreira Do Amaral ,"[{'jogador': ['Pedro (P) ', 'Everton Ribeiro '], 'minuto_gol': ['8', '49']}]",44948,1996277.5,57,43,596,515,86.0,453,365,81.0,22,4,18.0,14,6,43.0,6,6,100.0,4,3,75.0,22,9,8,7,26,22,729,595,20,23,4,9,13,11,25,32,1,1,6,10,15,18,44,66,"['25 Matheus Cunha', '4 Léo Pereira', '5 Erick Pulgar', '6 Ayrton Lucas', '8 Thiago Maia', '9 Pedro', '10 Gabriel Barbosa', '15 Fabrício Bruno', '20 Gerson', '42 Matheus França', '43 Wesley', 'Banco', '1 Santos', '45 Hugo Souza', '2 Guillermo Varela', '3 Rodrigo Caio', '11 Everton Soares', '16 Filipe Luís', '23 David Luiz', '29 Victor Hugo', '30 Pablo', '32 Arturo Vidal', '38 André Inácio', '40 Matheus Gonçalves']","[{'tempo_cartao_amarelo': ""['42:00', '45:00']"", '1T/2T_cartao_amarelo': ""['1T', 'INT']"", 'jogadores_cartao_amarelo': ""['Vinicius Santos Silva', 'Leandro Campos Borges']"", 'time_jogadores_cartao_amarelo': ""['Goiás/GO', 'Goiás/GO']"", 'motivo_cartao_amarelo': ""['Motivo: A1.13. Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Dar uma entrada contra um\\nadversário de maneira temerária na disputa da bola.', 'Motivo: A2. Desaprovar com palavras ou gestos as decisões da arbitragem - Por protestar contra as decisões da arbitragem.']""}]","[{'tempo_cartao_vermelho': nan, '1T/2T_cartao_vermelho': nan, 'jogadores_cartao_vermelho': nan, 'time_jogadores_cartao_vermelho': nan, 'cartao_vermelho_direto_ou_2_cartao_vermelho': nan, 'motivo_cartao_vermelho': 'NÃO HOUVE EXPULSÕES'}]","[{'tempo_substituicao': ""['13:00', '15:00', '22:00', '22:00', '22:00', '25:00', '25:00', '37:00', '37:00']"", '1T/2T_substituicao': ""['1T', '2T', '2T', '2T', '2T', '2T', '2T', '2T', '2T']"", 'time_jogadores_substituicao': ""['Flamengo/RJ', 'Goiás/GO', 'Flamengo/RJ', 'Flamengo/RJ', 'Flamengo/RJ', 'Goiás/GO', 'Goiás/GO', 'Flamengo/RJ', 'Goiás/GO']"", 'jogadores_substituidos': ""[('27 - Bruno Henrique Pinto', '9 - Pedro Guilherme Abreu dos Sa...'), ('12 - Willian Osmar de Oliveira Si...', '40 - Everton Morelli Casimiro'), ('32 - Arturo Erasmo Vidal Pardo', '5 - Erick Antonio Pulgar Farfan'), ('23 - David Luiz Moreira Marinho', '6 - Ayrton Lucas Dantas de Medei...'), ('42 - Matheus França de Oliveira', '7 - Everton Augusto de Barros Ri...'), ('95 - Vinicius Rodrigues Adelino d...', '20 - Jackson Diego Ibraim Fagundes'), ('27 - Alesson dos Santos Batista', '7 - Vinicius Santos Silva'), ('40 - Matheus Gonçalves Martins', '11 - Everton Sousa Soares'), ('11 - Diego Goncalves', '10 - Julian Eduardo Palacios')]""}]"
6,Bahia,2,Renato Manuel Alves Paiva,Kanu,Flamengo,3,Jorge Sampaoli,Gabriel Barbosa,2023-05-13 16:00:00,sábado,Itaipava Arena Fonte Nova / Salvador,Paulo Cesar Zanovelli da Silva , Wagner Reway ,"[{'jogador': ['Biel ', 'Ademir Santos ', 'Rezende ', 'Kanu ', 'Matheus França ', 'Gabriel Barbosa (P) ', 'David Luiz '], 'minuto_gol': ['35', '51', '74', '77', '23', '29', '45+4']}]",47655,1918299.0,52,48,459,373,81.0,430,355,83.0,20,6,30.0,13,3,23.0,3,1,33.0,6,4,66.0,16,13,10,4,29,14,555,545,16,14,4,7,9,16,16,30,0,5,10,14,18,13,47,57,"['25 Matheus Cunha', '4 Léo Pereira', '5 Erick Pulgar', '7 Everton Ribeiro', '10 Gabriel Barbosa', '11 Everton Soares', '14 Giorgian De Arrascaeta', '15 Fabrício Bruno', '20 Gerson', '23 David Luiz', '43 Wesley', 'Banco', '1 Santos', '2 Guillermo Varela', '3 Rodrigo Caio', '6 Ayrton Lucas', '8 Thiago Maia', '9 Pedro', '16 Filipe Luís', '27 Bruno Henrique', '29 Victor Hugo', '30 Pablo', '32 Arturo Vidal', '40 Matheus Gonçalves']","[{'tempo_cartao_amarelo': ""['30:00', '33:00', '+04:00']"", '1T/2T_cartao_amarelo': ""['2T', '2T', '2T']"", 'jogadores_cartao_amarelo': ""['Bruno Mendez Cittadini', 'Cassio Ramos', 'Cristian Roberto Aran']"", 'time_jogadores_cartao_amarelo': ""['Corinthians/SP', 'Corinthians/SP', 'Flamengo/RJ']"", 'motivo_cartao_amarelo': ""['Motivo: A1.3. Cometer uma falta tática para impedir um ataque promissor - Por cometer uma falta tática impedindo um ataque\\npromissor.', 'Motivo: A3. Retardar o reinício do jogo - Por retardar o reinício de jogo.', 'Motivo: A1.24. Outro motivo (somente neste caso, abriria um campo livre para o árbitro digitar o que quiser) - Por invadir o campo de\\njogo durante a comemoração de um gol de sua equipe.']""}]","[{'tempo_cartao_vermelho': nan, '1T/2T_cartao_vermelho': nan, 'jogadores_cartao_vermelho': nan, 'time_jogadores_cartao_vermelho': nan, 'cartao_vermelho_direto_ou_2_cartao_vermelho': nan, 'motivo_cartao_vermelho': 'NÃO HOUVE EXPULSÕES'}]","[{'tempo_substituicao': ""['07:00', '18:00', '27:00', '37:00', '37:00', '45:00']"", '1T/2T_substituicao': ""['2T', '2T', '2T', '2T', '2T', '2T']"", 'time_jogadores_substituicao': ""['Flamengo/RJ', 'Flamengo/RJ', 'Corinthians/SP', 'Flamengo/RJ', 'Corinthians/SP', 'Corinthians/SP']"", 'jogadores_substituidos': ""[('11 - Everton Sousa Soares', '9 - Pedro Guilherme Abreu dos Sa...'), ('32 - Arturo Erasmo Vidal Pardo', '5 - Erick Antonio Pulgar Farfan'), ('36 - Wesley Gassova Ribeiro Teixe...', '28 - Adson Ferreira Soares'), ('40 - Matheus Gonçalves Martins', '29 - Victor Hugo Gomes Silva'), ('23 - Fagner Conserva Lemos', '25 - Bruno Mendez Cittadini'), ('11 - Angel Rodrigo Romero Villama...', '9 - Yuri Alberto Monteiro da Silva')]""}]"
